Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000061455,PRDM6,0.16604527855554643,-1.8719410300035977,0.0000000000000000000000000000000000000011398420681736142,0.6387893056160915,1.9241458951970092,0.0000000000000000000000000000000000000015797128356884597,0.3171108723969346,0.5394228140530242,0.4420429606860729
ENSG00000168944,CEP120,0.942225561058336,-0.02642974036701133,0.8103827178256213,0.9620136305201571,0.03017360817435604,0.799076179638811,0.9369184866273068,-0.010540800755395263,0.9638515598797844
ENSG00000151292,CSNK1G3,1.195091900296521,0.9097789438026085,0.00000000003847084772740807,0.6311299614240521,-0.9104749078268977,0.00000000032848423192476405,0.6774641364843603,-0.722080024387759,0.29116320893876907
ENSG00000168916,ZNF608,0.3490206639442074,-0.5705800730636919,0.00003349512612972443,0.4610925203607759,0.3612813316424377,0.014622817910490648,1.052231531135283,1.5341916590416387,0.00003395477284148192
ENSG00000155324,GRAMD2B,0.2687111828127666,-0.5209427380924807,0.0004121619237137136,0.3094375053583945,0.14332741557801443,0.3850849833448721,1.0954739228257742,1.9980271368559537,0.00000001112991888530428
ENSG00000164904,ALDH7A1,0.14607643459853953,-0.852605945257785,0.0000005686294199191722,0.258885833690934,0.8073603510993348,0.000006117401657163492,0.3026967418334376,0.9641380140310145,0.10581469856986848
ENSG00000164902,PHAX,0.8439007098352478,0.2933996889622326,0.0343778232093458,0.6878091084451441,-0.2902612233695011,0.04781752188784054,0.6918782670478574,-0.24400927722126609,0.8721340876669885
ENSG00000196900,TEX43,0.023007581080899245,-1.3897465306400454,0.000021375894466845912,0.06280662237472363,1.4629716805743365,0.000010330209172105556,0.028828261126994055,0.599604351428006,0.8857432732553496
ENSG00000113368,LMNB1,3.426610212492041,1.5812719479898834,0.00000000000000000000000000000002485929651409506,1.2178357265342752,-1.4739987762440026,0.00000000000000000000000003279156835489262,0.4612521780319049,-2.748928069603582,0.0000002842721818630125
ENSG00000173926,MARCH3,0.271749919936659,-0.20079016149722229,0.2728130681822798,0.32781993141928917,0.2832506839848603,0.13655358018475997,0.1585554361984673,-0.7095954386164338,0.5844544964517806
ENSG00000145794,MEGF10,1.7466226882829832,2.183691618678125,0.000000000000000000000000000000000000000000000005673278251572468,0.40900897985490753,-2.071278317118323,0.00000000000000000000000000000000000000032223763546419817,0.14414130563497027,-3.337973713201534,0.00000004165531097817023
ENSG00000164244,PRRC1,1.1321466313016082,0.5427964994029224,0.000053007632602328054,0.7797212387496177,-0.5301214449421167,0.00017477499280114906,0.7495347893018455,-0.5312962841003538,0.49166326591854115
ENSG00000205279,CTXN3,0.0388524246554808,-0.5722462248529805,0.06333949672474888,0.061274753536315736,0.6965447001073817,0.02735083522344363,0.014414130563497028,-0.5572644971888598,0.7803840022846504
ENSG00000230561,CCDC192,0.05730190005054151,-0.5288239445618519,0.04020939954700106,0.08884839262765781,0.6661991964331548,0.0096675061067494,0.014414130563497028,-1.111295138358125,0.47069796004235953
ENSG00000064651,SLC12A2,0.5621663679200853,0.6068154700886456,0.00005173810082819787,0.36764852121789443,-0.6019702902455704,0.00013708487343402315,0.37476739465092274,-0.4881133154064786,0.5793232953164862
ENSG00000138829,FBN2,4.40117661865466,2.102516116547407,0.000000000000000000000000000000000000000000000000001652434874948568,1.121327989714578,-1.951688830908219,0.000000000000000000000000000000000000000014524998248978237,0.11531304450797622,-4.964768323782296,0.00000000000000516734031268145
ENSG00000113396,SLC27A6,0.03559663487988185,-1.4139841409362477,0.0011826028876595026,0.10110334333492096,1.5212234805562228,0.00072793992518165,0.028828261126994055,-0.042691324359101834,0.8043193731135971
ENSG00000066583,ISOC1,0.7666299658276994,0.843433107582383,0.000000006383429311488231,0.44577383197669695,-0.7649401678268866,0.00000045961985675891996,0.24504021957944946,-1.5068465902026364,0.01613078532406048
ENSG00000145808,ADAMTS19,0.02648042350820479,-1.9190919519446719,0.00000000000039406140505763575,0.10569894985014465,1.9908416760175531,0.0000000000002030100382222052,0.043242391690491086,0.639132715614644,0.7597588500841401
ENSG00000186367,MINAR2,0.03451137162134887,-1.519778804958845,0.0000000029633369222517967,0.10263521217332885,1.5687494192047589,0.0000000022277457625422925,0.05765652225398811,0.7194748239322473,0.6474437983377925
ENSG00000198108,CHSY3,0.04145705647595996,-1.4962103338204402,0.00000000014619547988091073,0.12867698242626305,1.6632670179890479,0.0000000000025947778023116854,0,-1.884429240442369,0.21278019153370878
ENSG00000169567,HINT1,1.191836110520922,1.596515902691102,0.0000000000000000000000000026609516650355866,0.40288150450127597,-1.545389184160155,0.000000000000000000000014875120741659537,0.3026967418334376,-1.8070733780464958,0.0018531846083391001
ENSG00000186687,LYRM7,0.2194402308753692,0.29998442086716137,0.1059617880002189,0.17003744106327617,-0.36083376226386177,0.06469683515161864,0.24504021957944946,0.2608780053775108,0.7556387682204602
ENSG00000158985,CDC42SE2,1.1785958987668197,-0.41325633265797135,0.0005103597409387482,1.6069304114898801,0.4456054536120073,0.0003279599813200617,1.2252010978972474,-0.011418126734089373,0.9597990881066927
ENSG00000158987,RAPGEF6,0.954597562205612,-0.2216669854957501,0.0715198273035629,1.1458378911291043,0.2664507746219696,0.037521976601134356,0.8071913115558336,-0.2725308367059932,0.8261526890308706
ENSG00000217128,FNIP1,1.7611652159473252,0.4122183665454134,0.001171388791164364,1.3189390698691963,-0.41278386500356606,0.0022183353786605063,1.3693424035322177,-0.3227992435518368,0.7443382984244691
ENSG00000239642,MEIKIN,0.06251116369149984,-0.5843190571535555,0.015534150091453366,0.09957147449651307,0.6983573590226726,0.004976916805139059,0.028828261126994055,-0.6585478330260415,0.6233080533750701
ENSG00000164398,ACSL6,0.27478865706055133,1.6354189107369148,0.000000000000001250597704603742,0.0903802614660657,-1.5660191368239376,0.00000000000022013058667210858,0.05765652225398811,-1.8268417488894257,0.03153205821523714
ENSG00000164399,IL3,0.028868002676977353,-1.3605802101095912,0.0000022811660589927817,0.07506157308198677,1.3741703155690588,0.000004034570436871283,0.05765652225398811,1.0303234729391195,0.5735889091581717
ENSG00000164400,CSF2,0.03364316101452248,-1.6343071929852324,0.00000000005950715836736833,0.11029455636536832,1.715780186168165,0.000000000023454675234168396,0.043242391690491086,0.3912052021710579,0.9174599144579071
ENSG00000072682,P4HA2,1.0989375755904989,0.4419869765536797,0.006788932763658502,0.7674662880423546,-0.5191339306832596,0.0025673080578520343,1.1963728367702533,0.17424666688523813,0.7207865077015092
ENSG00000131435,PDLIM4,0.9331093496866589,0.562288691014858,0.00004435813244164613,0.5330903557659469,-0.8199866997890023,0.000000029492833185207974,1.556726100857679,0.809885187708197,0.03832165652948774
ENSG00000197208,SLC22A4,0.06142590043296685,-1.9143522016779726,0.00000000000000000000000013034824649585008,0.10569894985014465,0.39069277148172077,0.1074830855750086,1.4125847952227086,4.389927463144229,0.00000000000000000000000000000000000000000000036541518529628694
ENSG00000197375,SLC22A5,0.42325267082786344,0.363398400897188,0.019958457952256602,0.3109693741968024,-0.4436593674863214,0.007219262701026667,0.49008043915889893,0.2805756987365584,0.6543612749438545
ENSG00000125347,IRF1,1.9714892354510174,-0.8264506558741099,0.000000000000031276721378452293,3.5861049507128784,0.8540103195608247,0.000000000000049027901368073417,2.681028284810447,0.2910831313906419,0.490043707105501
ENSG00000113525,IL5,0.03168968714916311,-1.5806340103456993,0.000007170637802353887,0.10110334333492096,1.6857592525681135,0.000002995306193555336,0.028828261126994055,0.07434809683111787,0.9261097736448216
ENSG00000113522,RAD50,1.2415411677617327,0.457122905131935,0.0005484679292102554,0.8578465495084203,-0.5346198129549414,0.0001292752229213005,1.3405141424052236,0.16190551401329728,0.7224451482968889
ENSG00000169194,IL13,0.017798317439940925,-1.6542944716750538,0.000002965193604913105,0.05667914702109206,1.6605013413139904,0.000006780235083672791,0.043242391690491086,1.3172046207272814,0.4383057116835547
ENSG00000113520,IL4,0.025829265553085002,-1.0868193976827394,0.0005388212523397742,0.05667914702109206,1.1560287584532025,0.00045631920297216827,0.028828261126994055,0.5144369681653291,0.8931389708967539
ENSG00000131437,KIF3A,0.7049870127430259,0.27632170685919244,0.05288896108652356,0.44424196313828906,-0.6986667096830148,0.000004250252174545828,1.8738369732546136,1.4683921714480197,0.000010782040376498443
ENSG00000205089,CCNI2,0.06772042733245816,-1.136650553634745,0.000000041231270201051225,0.1363363266183025,0.9600042720949595,0.000014764794772175934,0.2594543501429465,1.8209710386004563,0.0016786382106446375
