Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000175264,CHST1,0.2734783541070927,-0.7307837759530174,0.000011742361767634897,0.4533579975601942,0.7307837759530174,0.000011742361767634897
ENSG00000181830,SLC35C1,0.12598685097864476,-1.2091956812531506,0.00000000000008817265107050733,0.2907554330857172,1.2091956812531506,0.00000000000008817265107050733
ENSG00000121671,CRY2,0.39968242379432134,-1.3251903089432702,0.00000000000000000000000000885925515791225,1.0017971557029215,1.3251903089432702,0.00000000000000000000000000885925515791225
ENSG00000121653,MAPK8IP1,0.23828892331650572,-0.5909132376591661,0.00007909987988917473,0.35827683697766105,0.5909132376591661,0.00007909987988917473
ENSG00000234776,C11orf94,0.018029152812461233,-1.6976169120178177,0.0000001736962936638663,0.05787548905023755,1.6976169120178177,0.0000001736962936638663
ENSG00000121680,PEX16,0.17442662299284786,-1.121142345693721,0.00000000000006785431540675989,0.37894665449560305,1.121142345693721,0.00000000000006785431540675989
ENSG00000165905,LARGE2,0.5641169861923112,1.6460931338159506,0.00000000000000000000020449876504708426,0.17913841848883053,-1.6460931338159506,0.00000000000000000000020449876504708426
ENSG00000135365,PHF21A,1.0070259329948228,-0.153578552986202,0.21048503132823745,1.1203041094724555,0.153578552986202,0.21048503132823745
ENSG00000157613,CREB3L1,0.18311537133620265,-1.6430101095283876,0.0000000000000000000000000000000012433697441079736,0.5718649513297283,1.6430101095283876,0.0000000000000000000000000000000012433697441079736
ENSG00000149091,DGKZ,0.6992270229314785,-0.3282372208573705,0.015255534740099847,0.8777782505952696,0.3282372208573705,0.015255534740099847
ENSG00000110492,MDK,2.084865164987987,0.8473223987739135,0.00000000006167205801411651,1.1588877688392805,-0.8473223987739135,0.00000000006167205801411651
ENSG00000110497,AMBRA1,0.6412296277395851,-0.6768005543100499,0.000000026227615252897348,1.0252229488899225,0.6768005543100499,0.000000026227615252897348
ENSG00000180423,HARBI1,0.08297754667903845,-0.34925553886442495,0.12651607241034538,0.10472707542423938,0.34925553886442495,0.12651607241034538
ENSG00000175224,ATG13,1.0648061094781323,-0.19049016145726122,0.11624708600335189,1.2153852700549888,0.19049016145726122,0.11624708600335189
ENSG00000175220,ARHGAP1,0.8597516485749587,-0.48753628766555734,0.00011563446152962082,1.2057393552132825,0.48753628766555734,0.00011563446152962082
ENSG00000175213,ZNF408,0.09796563757132551,-0.5299911448625112,0.009041407962821359,0.1405547591220055,0.5299911448625112,0.009041407962821359
ENSG00000180210,F2,0.021287433441219288,-1.2437663256438212,0.0002195615779166007,0.049607562043060764,1.2437663256438212,0.0002195615779166007
ENSG00000175216,CKAP5,1.9315087567277747,0.4561944604705556,0.0002820828168290249,1.4083035668891137,-0.4561944604705556,0.00028208281682953854
ENSG00000134569,LRP4,0.25045317099720243,0.26083041510741634,0.1446885576678999,0.2080761630139493,-0.26083041510741634,0.1446885576678999
ENSG00000149179,C11orf49,0.5143739019266048,-0.28965745191231906,0.029199643958964776,0.6283624525454363,0.28965745191231906,0.029199643958964776
ENSG00000149182,ARFGAP2,0.6594759992606303,-0.09241786786464212,0.479883782942023,0.7027737956100275,0.09241786786464212,0.479883782942023
ENSG00000165912,PACSIN3,1.2553069169061863,0.8906696919543208,0.00000000006268978029380869,0.6765920267539676,-0.8906696919543208,0.00000000006268978029380869
ENSG00000134574,DDB2,0.6212455065498691,-0.18136579777129758,0.1941443049501534,0.7041517834445569,0.18136579777129758,0.1941443049501534
ENSG00000134575,ACP2,0.8443291202655039,-0.8289694961529881,0.0000000000020774333335819398,1.500628751802588,0.8289694961529881,0.0000000000020774333335819398
ENSG00000025434,NR1H3,0.6701197159812399,-1.6822492965234097,0.000000000000000000000000000000000000000000000000000000029425210953143855,2.1524169975350254,1.6822492965234097,0.000000000000000000000000000000000000000000000000000000029425210953143855
ENSG00000110514,MADD,1.1056432266918998,-0.49204328713321094,0.000025877680281884538,1.5557482651837666,0.49204328713321094,0.000025877680281905318
ENSG00000134571,MYBPC3,0.024111276652809602,-1.714295653164449,0.000000004063684289890807,0.07854530656817954,1.714295653164449,0.000000004063684289890807
ENSG00000066336,SPI1,1.2248962977044446,-2.0817733824211078,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009253255082969685,5.190880172672497,2.0817733824211078,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009253255082969685
ENSG00000165915,SLC39A13,0.26869954251824757,-1.4342681002386692,0.00000000000000000005589641118418391,0.7261995887970284,1.4342681002386692,0.00000000000000000005589641118418391
ENSG00000165916,PSMC3,1.5114077743265695,0.471638091899256,0.0002731240395900906,1.0899883771128074,-0.471638091899256,0.0002731240395900906
ENSG00000165917,RAPSN,0.026717901155816046,-2.2013263660372804,0.00000000000000000007734308873908189,0.12264091727312244,2.2013263660372804,0.00000000000000000007734308873908189
ENSG00000149187,CELF1,2.3507408642946443,-0.12759001980860973,0.28033469512291276,2.569947311397453,0.12759001980860973,0.2803346951229426
ENSG00000213619,NDUFS3,0.9255689172758713,0.09672909080893372,0.505864172023547,0.8653763600845044,-0.09672909080893372,0.505864172023547
ENSG00000110536,PTPMT1,0.10404776141167388,0.6582585147928821,0.007031990951247032,0.06476542822288488,-0.6582585147928821,0.007031990951247032
ENSG00000123444,KBTBD4,0.21005049120060257,-0.6873208481591258,0.0000064523050377825615,0.33760701945971905,0.6873208481591258,0.0000064523050377825615
ENSG00000196666,FAM180B,0.02324240181847412,-1.9962449191813518,0.00000000000009313806096456279,0.09232518491347419,1.9962449191813518,0.00000000000009313806096456279
ENSG00000172247,C1QTNF4,0.034754993373419245,-1.9326655441669915,0.0000000000000002395397485080753,0.1322868321148287,1.9326655441669915,0.0000000000000002395397485080753
ENSG00000109919,MTCH2,0.4935209059025533,0.8285009059715727,0.00000013485702669628823,0.27697555474042257,-0.8285009059715727,0.00000013485702669628823
ENSG00000165923,AGBL2,0.04626758492836437,-3.3938778080853775,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000007718640306796697,0.48780769342343083,3.3938778080853775,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000007718640306796697
ENSG00000109920,FNBP4,1.8150795289268202,-0.1662816200873798,0.1624366364896992,2.0380440072690797,0.1662816200873798,0.16243663648940293
ENSG00000030066,NUP160,1.0176696497154323,0.2920669194435762,0.03040715953003429,0.8309266642212677,-0.2920669194435762,0.03040715953003429
ENSG00000149177,PTPRJ,0.5378335224536629,-0.8970860670468136,0.00000000000014753421730623052,1.0017971557029215,0.8970860670468136,0.00000000000014753421730623052
ENSG00000175619,OR4B1,0.017811934103877363,-1.4585551501898681,0.00002864277424859975,0.048229574208531294,1.4585551501898681,0.00002864277424859975
ENSG00000172208,OR4X2,0.020635777315467677,-1.8066275339365236,0.000000004004293866719362,0.07165536739553222,1.8066275339365236,0.000000004004293866719362
ENSG00000176567,OR4X1,0.019766902481132196,-1.7250701247586235,0.00000007043511843628906,0.06476542822288488,1.7250701247586235,0.00000007043511843628906
ENSG00000176555,OR4S1,0.011947028972112866,-2.2138666626549606,0.0000001981465381706276,0.055119513381178625,2.2138666626549606,0.0000001981465381706276
ENSG00000176547,OR4C3,0.015205309600870921,-1.871474465207882,0.013829194854416502,0.055119513381178625,1.871474465207882,0.013829194854416502
ENSG00000176540,OR4C5,0.017811934103877363,-2.4179131656925223,0.000000000000000006109943098426008,0.09508116058253313,2.4179131656925223,0.000000000000000006109943098426008
ENSG00000237388,OR4A47,0.004561592880261276,-2.526166056344546,0.0000012866788820768123,0.026181768856059846,2.526166056344546,0.0000012866788820768123
ENSG00000220948,TRIM51GP,0.018463590229628974,-1.6297222481711424,0.0000004538852515537398,0.05649750121570809,1.6297222481711424,0.0000004538852515537398
ENSG00000182053,TRIM49B,0.013467559932199958,-1.0787070793733236,0.014516827863641646,0.027559756690589313,1.0787070793733236,0.014516827863641646
ENSG00000214891,TRIM64C,0.019115246355380585,-1.8317923389028072,0.000000033909198054014444,0.06752140389194382,1.8317923389028072,0.000000033909198054014444
ENSG00000086205,FOLH1,0.10947822912627063,-0.4384175046187919,0.027912075107730035,0.14744469829465282,0.4384175046187919,0.027912075107730035
ENSG00000258817,OR4C13,0.026066245030064435,-1.744806342819886,0.00000000020955972300357637,0.08681323357535634,1.744806342819886,0.00000000020955972300357637
ENSG00000221954,OR4C12,0.01563974701803866,-2.058807521935619,0.0000000005477427091509708,0.06476542822288488,2.058807521935619,0.0000000005477427091509708
ENSG00000185926,OR4C46,0.008905967051938682,-2.2255484677025947,0.00000002253236933510635,0.04133963503588397,2.2255484677025947,0.00000002253236933510635
ENSG00000221840,OR4A5,0.010426498012025774,-2.441277158758032,0.00000000011006414489275167,0.05649750121570809,2.441277158758032,0.00000000011006414489275167
ENSG00000150244,TRIM48,0.017594715395293493,-1.920827419591605,0.00000000059880378406581,0.06614341605741435,1.920827419591605,0.00000000059880378406581
ENSG00000181961,OR4A16,0.011512591554945125,-1.5526382677057367,0.04287204065521308,0.033071708028707174,1.5526382677057367,0.04287204065521308
ENSG00000181958,OR4A15,0.01433643476653544,-2.1825428903578636,0.000000000010128192753288436,0.06476542822288488,2.1825428903578636,0.000000000010128192753288436
ENSG00000181939,OR4C15,0.012381466389280607,-1.7598848953537836,0.00007307914892913845,0.04133963503588397,1.7598848953537836,0.00007307914892913845
ENSG00000279514,OR4C16,0.018246371521045104,-1.982199098519978,0.000000002140498630439112,0.07165536739553222,1.982199098519978,0.000000002140498630439112
ENSG00000172188,OR4C11,0.023676839235641862,-1.7151998807345623,0.0000000017913986000806375,0.07716731873365007,1.7151998807345623,0.0000000017913986000806375
ENSG00000181927,OR4P4,0.015205309600870921,-2.3212773826474025,0.00000040156869373990963,0.07578933089912061,2.3212773826474025,0.00000040156869373990963
ENSG00000174982,OR4S2,0.020635777315467677,-2.0094444169362107,0.00000000002076299888401059,0.08267927007176794,2.0094444169362107,0.00000000002076299888401059
ENSG00000181903,OR4C6,0.011729810263528996,-2.204237961457183,0.0000000006389490420199974,0.05374152554664916,2.204237961457183,0.0000000006389490420199974
ENSG00000186886,OR5D3P,0.013467559932199958,-2.3588149985660594,0.00000000009704808669501701,0.06889939172647327,2.3588149985660594,0.00000000009704808669501701
ENSG00000279761,OR5D13,0.01585696572662253,-1.9460693107952052,0.00000012357155533746718,0.060631464719296486,1.9460693107952052,0.00000012357155533746718
ENSG00000186113,OR5D14,0.015205309600870921,-2.1577786503645227,0.000000011174580606629012,0.06752140389194382,2.1577786503645227,0.000000011174580606629012
ENSG00000279395,OR5L1,0.009992060594858033,-2.5013981511956027,0.000000000005982744831370457,0.05649750121570809,2.5013981511956027,0.000000000005982744831370457
ENSG00000186119,OR5D18,0.013467559932199958,-2.0439416612126475,0.0000000019513827286154567,0.055119513381178625,2.0439416612126475,0.0000000019513827286154567
ENSG00000205030,OR5L2,0.015205309600870921,-2.2143621787308905,0.000000000049885279877172814,0.07027737956100275,2.2143621787308905,0.000000000049885279877172814
ENSG00000205029,OR5D16,0.018029152812461233,-2.078707079373324,0.0000000000039344177520598764,0.07578933089912061,2.078707079373324,0.0000000000039344177520598764
